comparison,unique_months,folds,source_family_accuracy,rolling_frequency_family_accuracy,source_family_balanced_accuracy,rolling_frequency_family_balanced_accuracy,source_family_macro_f1,rolling_frequency_family_macro_f1,source_top2_coverage,rolling_frequency_top2_coverage,source_mean_actual_probability,rolling_frequency_mean_actual_probability,source_soft_brier,rolling_frequency_soft_brier,soft_brier_improvement,source_soft_log_loss,rolling_frequency_soft_log_loss,soft_log_loss_improvement,source_brier_fold_win_rate,source_log_loss_fold_win_rate,paired_monthly_brier_improvement,paired_monthly_log_loss_improvement,brier_bootstrap_lower,log_loss_bootstrap_lower
source_vs_rolling_frequency,24,7,0.47619047619047616,0.38095238095238093,0.3968253968253968,0.3253968253968254,0.2624338624338624,0.21181972789115644,0.5714285714285714,0.5952380952380952,0.29001581101190477,0.2738095238095238,0.5759485288855845,0.5998922202625907,0.02394369137700623,1.55272035996925,1.7544983447037996,0.2017779847345495,0.5714285714285714,0.8571428571428571,0.011298412158165454,0.13153004331635307,-0.06176720489690333,-0.21224249212904564
