fold_id,months,source_family_accuracy,rolling_frequency_family_accuracy,source_family_balanced_accuracy,rolling_frequency_family_balanced_accuracy,source_family_macro_f1,rolling_frequency_family_macro_f1,source_top2_coverage,rolling_frequency_top2_coverage,source_mean_actual_probability,rolling_frequency_mean_actual_probability,source_soft_brier,rolling_frequency_soft_brier,source_brier_improvement,source_soft_log_loss,rolling_frequency_soft_log_loss,source_log_loss_improvement
fold_01,6,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.14285714285714285,0.13333333333333333,0.5,0.5,0.23356119791666666,0.23611111111111108,0.46365811915282085,0.416209419295839,-0.04744869985698182,2.060017779767311,1.6241507580560262,-0.43586702171128505
fold_02,6,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.16666666666666666,0.1,0.5,0.3333333333333333,0.24153645833333334,0.16666666666666666,0.7058287669819787,0.7369398719707361,0.03111110498875742,1.8977906951930301,1.932467116700786,0.034676421507755885
fold_03,6,0.5,0.5,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1875,0.5,0.5,0.27587890625,0.22222222222222224,0.6601389194657719,0.7081904435299498,0.048051524064177814,1.3835498126595909,1.660168953422111,0.27661914076252025
fold_04,6,0.6666666666666666,0.6666666666666666,0.5,0.5,0.2962962962962963,0.4,0.6666666666666666,0.6666666666666666,0.3232421875,0.3055555555555556,0.46043368349568065,0.4439871970736169,-0.01644648642206384,1.3540993838075785,1.370183396171128,0.0160840123635496
fold_05,6,0.6666666666666666,0.6666666666666666,0.5,0.5,0.2962962962962963,0.4,0.6666666666666666,0.8333333333333334,0.3470052083333333,0.3888888888888889,0.48160314930591835,0.40966506630086874,-0.0719380830050496,1.5149681201831406,2.129851964703221,0.6148838445200803
fold_06,6,0.5,0.3333333333333333,0.5,0.3333333333333333,0.41269841269841273,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3209635416666667,0.3194444444444445,0.6286207403175134,0.7363683127572016,0.10774757243968824,1.4011701878377236,2.236735473842852,0.8355652860051287
fold_07,6,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.3,0.09523809523809523,0.5,0.6666666666666666,0.2879231770833333,0.27777777777777773,0.631356323479407,0.7478852309099223,0.1165289074305154,1.2574465403363764,1.327930750030473,0.07048420969409668
