fold_id,candidate_id,dimension,method,alpha,beta,training_months,pre_bias,post_bias
fold_06,expanding_bias__family_first_interval_abstain,labour,expanding_bias,0.34575636695746603,1.0,45,-0.34575636695746603,-4.934324553889585e-18
fold_06,expanding_affine_shrinkage__direct_eight_state,growth,expanding_affine_shrinkage,-0.24089852028368153,0.6530813558100461,45,0.5754222473844524,-7.894919286223336e-17
fold_06,expanding_affine_shrinkage__direct_eight_state,inflation,expanding_affine_shrinkage,0.2130304873847508,1.1466185699377216,45,-0.2194730728730378,-5.181040781584064e-17
fold_06,expanding_affine_shrinkage__direct_eight_state,labour,expanding_affine_shrinkage,0.2232017200324964,0.44410670546798936,45,-0.34575636695746603,-7.401486830834377e-18
fold_06,expanding_affine_shrinkage__family_first,growth,expanding_affine_shrinkage,-0.24089852028368153,0.6530813558100461,45,0.5754222473844524,-7.894919286223336e-17
fold_06,expanding_affine_shrinkage__family_first,inflation,expanding_affine_shrinkage,0.2130304873847508,1.1466185699377216,45,-0.2194730728730378,-5.181040781584064e-17
fold_06,expanding_affine_shrinkage__family_first,labour,expanding_affine_shrinkage,0.2232017200324964,0.44410670546798936,45,-0.34575636695746603,-7.401486830834377e-18
fold_06,expanding_affine_shrinkage__family_first_interval_abstain,growth,expanding_affine_shrinkage,-0.24089852028368153,0.6530813558100461,45,0.5754222473844524,-7.894919286223336e-17
fold_06,expanding_affine_shrinkage__family_first_interval_abstain,inflation,expanding_affine_shrinkage,0.2130304873847508,1.1466185699377216,45,-0.2194730728730378,-5.181040781584064e-17
fold_06,expanding_affine_shrinkage__family_first_interval_abstain,labour,expanding_affine_shrinkage,0.2232017200324964,0.44410670546798936,45,-0.34575636695746603,-7.401486830834377e-18
fold_07,none__direct_eight_state,growth,none,0.0,1.0,48,0.532026958376304,0.532026958376304
fold_07,none__direct_eight_state,inflation,none,0.0,1.0,48,-0.21275011467244323,-0.21275011467244323
fold_07,none__direct_eight_state,labour,none,0.0,1.0,48,-0.34099813251243277,-0.34099813251243277
fold_07,none__family_first,growth,none,0.0,1.0,48,0.532026958376304,0.532026958376304
fold_07,none__family_first,inflation,none,0.0,1.0,48,-0.21275011467244323,-0.21275011467244323
fold_07,none__family_first,labour,none,0.0,1.0,48,-0.34099813251243277,-0.34099813251243277
fold_07,none__family_first_interval_abstain,growth,none,0.0,1.0,48,0.532026958376304,0.532026958376304
fold_07,none__family_first_interval_abstain,inflation,none,0.0,1.0,48,-0.21275011467244323,-0.21275011467244323
fold_07,none__family_first_interval_abstain,labour,none,0.0,1.0,48,-0.34099813251243277,-0.34099813251243277
fold_07,expanding_bias__direct_eight_state,growth,expanding_bias,-0.532026958376304,1.0,48,0.532026958376304,3.700743415417188e-17
fold_07,expanding_bias__direct_eight_state,inflation,expanding_bias,0.21275011467244323,1.0,48,-0.21275011467244323,3.700743415417188e-17
fold_07,expanding_bias__direct_eight_state,labour,expanding_bias,0.34099813251243277,1.0,48,-0.34099813251243277,4.625929269271485e-18
fold_07,expanding_bias__family_first,growth,expanding_bias,-0.532026958376304,1.0,48,0.532026958376304,3.700743415417188e-17
fold_07,expanding_bias__family_first,inflation,expanding_bias,0.21275011467244323,1.0,48,-0.21275011467244323,3.700743415417188e-17
fold_07,expanding_bias__family_first,labour,expanding_bias,0.34099813251243277,1.0,48,-0.34099813251243277,4.625929269271485e-18
fold_07,expanding_bias__family_first_interval_abstain,growth,expanding_bias,-0.532026958376304,1.0,48,0.532026958376304,3.700743415417188e-17
fold_07,expanding_bias__family_first_interval_abstain,inflation,expanding_bias,0.21275011467244323,1.0,48,-0.21275011467244323,3.700743415417188e-17
fold_07,expanding_bias__family_first_interval_abstain,labour,expanding_bias,0.34099813251243277,1.0,48,-0.34099813251243277,4.625929269271485e-18
fold_07,expanding_affine_shrinkage__direct_eight_state,growth,expanding_affine_shrinkage,-0.1919645848301645,0.6378021543013168,48,0.532026958376304,-1.850371707708594e-17
fold_07,expanding_affine_shrinkage__direct_eight_state,inflation,expanding_affine_shrinkage,0.2108463266388463,1.1496269739876672,48,-0.21275011467244323,-4.625929269271486e-17
fold_07,expanding_affine_shrinkage__direct_eight_state,labour,expanding_affine_shrinkage,0.23061408900262131,0.44911906011629965,48,-0.34099813251243277,-9.25185853854297e-18
fold_07,expanding_affine_shrinkage__family_first,growth,expanding_affine_shrinkage,-0.1919645848301645,0.6378021543013168,48,0.532026958376304,-1.850371707708594e-17
fold_07,expanding_affine_shrinkage__family_first,inflation,expanding_affine_shrinkage,0.2108463266388463,1.1496269739876672,48,-0.21275011467244323,-4.625929269271486e-17
fold_07,expanding_affine_shrinkage__family_first,labour,expanding_affine_shrinkage,0.23061408900262131,0.44911906011629965,48,-0.34099813251243277,-9.25185853854297e-18
fold_07,expanding_affine_shrinkage__family_first_interval_abstain,growth,expanding_affine_shrinkage,-0.1919645848301645,0.6378021543013168,48,0.532026958376304,-1.850371707708594e-17
fold_07,expanding_affine_shrinkage__family_first_interval_abstain,inflation,expanding_affine_shrinkage,0.2108463266388463,1.1496269739876672,48,-0.21275011467244323,-4.625929269271486e-17
fold_07,expanding_affine_shrinkage__family_first_interval_abstain,labour,expanding_affine_shrinkage,0.23061408900262131,0.44911906011629965,48,-0.34099813251243277,-9.25185853854297e-18
