policy_id,months,dimension_rmse,sign_accuracy,exact_regime_accuracy,family_accuracy,stable_month_accuracy,transition_month_accuracy,actual_transition_count,predicted_transition_count,matched_transition_count,false_transition_count,transition_precision,transition_recall,transition_f1,false_transition_rate,mean_transition_lead_lag,exact_transition_timing_rate,mode_accuracy,persistence_accuracy,strongest_baseline_accuracy,baseline_margin,beats_strongest_baseline,disagreement_months,candidate_wins_disagreement,persistence_wins_disagreement,unique_regimes,maximum_regime_share,normalized_regime_entropy,regime_collapse,brier_score,log_loss,top1_accuracy,mean_top_probability,mean_effective_regimes,audit_score,audit_rank
raw_monthly,19,0.6075487918441002,0.43859649122807015,0.42105263157894735,0.5789473684210527,0.5,0.375,8,9,4,5,0.4444444444444444,0.5,0.47058823529411764,0.5555555555555556,0.25,0.75,0.42105263157894735,0.5555555555555556,0.5555555555555556,-0.13450292397660824,False,12,3,5,3,0.5789473684210527,0.4411771920366828,False,0.921032052291067,2.047328365482935,0.05263157894736842,0.30448190789473684,5.750110782327826,96.24999999999999,1
one_month_confirmation,19,0.6075487918441002,0.43859649122807015,0.2631578947368421,0.5263157894736842,0.4,0.125,8,3,2,1,0.6666666666666666,0.25,0.36363636363636365,0.3333333333333333,1.5,0.0,0.42105263157894735,0.5555555555555556,0.5555555555555556,-0.2923976608187135,False,12,1,6,3,0.6842105263157895,0.36833799903784414,False,0.921032052291067,2.047328365482935,0.05263157894736842,0.30448190789473684,5.750110782327826,73.75,2
hysteresis_thresholds,19,0.6075487918441002,0.43859649122807015,0.15789473684210525,0.2631578947368421,0.2,0.125,8,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.42105263157894735,0.5555555555555556,0.5555555555555556,-0.3976608187134503,False,15,1,8,1,1.0,0.0,True,0.921032052291067,2.047328365482935,0.05263157894736842,0.30448190789473684,5.750110782327826,49.375,3
persistence_prior,19,0.6075487918441002,0.43859649122807015,0.0,0.10526315789473684,0.0,0.0,8,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.42105263157894735,0.5555555555555556,0.5555555555555556,-0.5555555555555556,False,18,0,10,2,0.7368421052631579,0.27715812933657646,True,1.0714707951796683,2.4554384965178913,0.0,0.4267732319078947,4.9830122701264346,30.625000000000004,4
