fold_id,reference_benchmark,source_weighted_accuracy,reference_weighted_accuracy,weighted_accuracy_margin,source_beats_reference,source_macro_f1,reference_macro_f1,macro_f1_margin,source_soft_brier,reference_soft_brier,soft_brier_improvement,source_ece,reference_ece,ece_improvement,strongest_non_source_brier_benchmark,source_brier_rank
fold_01,soft_persistence,0.38596491228070173,0.0,0.38596491228070173,True,0.14285714285714288,0.0,0.14285714285714288,0.46365811915282085,1.153177869227252,0.6895197500744312,0.24707031250000003,0.7777777777777778,0.5307074652777778,rolling_frequency,2
fold_02,soft_persistence,0.3333333333333333,0.19148936170212766,0.14184397163120566,True,0.16666666666666666,0.08,0.08666666666666666,0.7058287669819787,1.0461819844535893,0.3403532174716106,0.21516927083333331,0.5740740740740741,0.35890480324074076,rolling_frequency,1
fold_03,soft_persistence,0.5064935064935066,0.33116883116883117,0.17532467532467538,True,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.6601389194657719,1.15546410608139,0.4953251866156181,0.10009765625,0.537037037037037,0.436939380787037,rolling_frequency,1
fold_04,soft_persistence,0.6434108527131783,0.37209302325581395,0.2713178294573644,True,0.29629629629629634,0.3,-0.0037037037037036535,0.46043368349568065,0.9263831732967535,0.4659494898010728,0.2506510416666667,0.5864197530864197,0.335768711419753,rolling_frequency,2
fold_05,soft_persistence,0.6564885496183206,0.34351145038167935,0.31297709923664124,True,0.29629629629629634,0.1904761904761905,0.10582010582010584,0.48160314930591835,0.8440786465477824,0.36247549724186406,0.22021484374999997,0.5370370370370372,0.3168221932870372,rolling_frequency,2
fold_06,soft_persistence,0.5192307692307693,0.1346153846153846,0.3846153846153847,True,0.41269841269841273,0.1111111111111111,0.3015873015873016,0.6286207403175134,1.501143118427069,0.8725223781095556,0.08251953125,0.7469135802469136,0.6643940489969136,rolling_frequency,1
fold_07,soft_persistence,0.35526315789473684,0.17763157894736842,0.17763157894736842,True,0.3,0.16666666666666666,0.13333333333333333,0.631356323479407,1.547782350251486,0.9164260267720791,0.17366536458333331,0.8148148148148149,0.6411494502314816,rolling_frequency,1
