state_date,source_target,target_period,target_mode,actual_value,actual_release_date,requested_evaluation_date,actual_as_of_date,snapshot_gap_days,availability_status,revision_from_initial
2020-02-29,CES0500000003,2020-02,fixed_horizon_90d,3.7928038598243674,2020-03-06,2020-05-29,2020-05-28,1.0,available,0.0
2020-02-29,CPIAUCSL,2020-02,fixed_horizon_90d,1.065904640727311,2020-03-11,2020-05-29,2020-05-28,1.0,available,0.0
2020-02-29,CPILFESL,2020-02,fixed_horizon_90d,2.671935670002057,2020-03-11,2020-05-29,2020-05-28,1.0,available,0.0
2020-02-29,GDPC1,2020Q1,fixed_horizon_90d,-5.17891096186176,2020-04-29,2020-06-29,2020-06-15,14.0,available,-0.2776418436468475
2020-02-29,PAYEMS,2020-02,fixed_horizon_90d,251.0,2020-03-06,2020-05-29,2020-05-15,14.0,available,-22.0
2020-02-29,PCEPI,2020-02,fixed_horizon_90d,0.9212386595947919,2020-03-27,2020-05-29,2020-05-29,0.0,available,-0.1515977907708077
2020-02-29,PCEPILFE,2020-02,fixed_horizon_90d,1.712682739722382,2020-03-27,2020-05-29,2020-05-29,0.0,available,-0.18046474407853452
2020-02-29,UNRATE,2020-02,fixed_horizon_90d,3.5,2020-03-06,2020-05-29,2020-05-28,1.0,available,0.0
2020-03-31,CES0500000003,2020-03,fixed_horizon_90d,7.131641336613903,2020-04-03,2020-06-29,2020-06-25,4.0,available,2.5105958921448845
2020-03-31,CPIAUCSL,2020-03,fixed_horizon_90d,-5.092434572260629,2020-04-10,2020-06-29,2020-06-25,4.0,available,0.0
2020-03-31,CPILFESL,2020-03,fixed_horizon_90d,-1.2362677050838045,2020-04-10,2020-06-29,2020-06-25,4.0,available,0.0
2020-03-31,GDPC1,2020Q1,fixed_horizon_90d,-5.17891096186176,2020-04-29,2020-06-29,2020-06-15,14.0,available,-0.2776418436468475
2020-03-31,PAYEMS,2020-03,fixed_horizon_90d,-1373.0,2020-04-03,2020-06-29,2020-06-15,14.0,available,-672.0
2020-03-31,PCEPI,2020-03,fixed_horizon_90d,-2.9607017309988493,2020-04-30,2020-06-29,2020-06-26,3.0,available,0.26022355217527604
2020-03-31,PCEPILFE,2020-03,fixed_horizon_90d,-0.8292579534774802,2020-04-30,2020-06-29,2020-06-26,3.0,available,0.13808540390698454
2020-03-31,UNRATE,2020-03,fixed_horizon_90d,4.4,2020-04-03,2020-06-29,2020-06-25,4.0,available,0.0
2020-04-30,CES0500000003,2020-04,fixed_horizon_90d,54.777902402358514,2020-05-08,2020-07-29,2020-07-15,14.0,available,-0.037353066038114946
2020-04-30,CPIAUCSL,2020-04,fixed_horizon_90d,-9.579406914913235,2020-05-12,2020-07-29,2020-07-29,0.0,available,0.0
2020-04-30,CPILFESL,2020-04,fixed_horizon_90d,-5.382468696892317,2020-05-12,2020-07-29,2020-07-15,14.0,available,0.0
2020-04-30,GDPC1,2020Q2,fixed_horizon_90d,-38.13335515033103,2020-07-30,2020-09-28,2020-09-15,13.0,available,1.771424325344384
2020-04-30,PAYEMS,2020-04,fixed_horizon_90d,-20787.0,2020-05-08,2020-07-29,2020-07-29,0.0,available,-287.0
2020-04-30,PCEPI,2020-04,fixed_horizon_90d,-5.517901604814313,2020-05-29,2020-07-29,2020-07-15,14.0,available,0.14197283318466702
2020-04-30,PCEPILFE,2020-04,fixed_horizon_90d,-4.699306704908679,2020-05-29,2020-07-29,2020-07-15,14.0,available,0.03198916239526284
2020-04-30,UNRATE,2020-04,fixed_horizon_90d,14.7,2020-05-08,2020-07-29,2020-07-29,0.0,available,0.0
2020-05-31,CES0500000003,2020-05,fixed_horizon_90d,-13.259803423902206,2020-06-05,2020-08-29,2020-08-27,2.0,available,-1.6189695387481606
2020-05-31,CPIAUCSL,2020-05,fixed_horizon_90d,-0.6285301216653494,2020-06-10,2020-08-29,2020-08-27,2.0,available,0.0
2020-05-31,CPILFESL,2020-05,fixed_horizon_90d,-0.7231066688127896,2020-06-10,2020-08-29,2020-08-27,2.0,available,0.0
2020-05-31,GDPC1,2020Q2,fixed_horizon_90d,-38.13335515033103,2020-07-30,2020-09-28,2020-09-15,13.0,available,1.771424325344384
2020-05-31,PAYEMS,2020-05,fixed_horizon_90d,2725.0,2020-06-05,2020-08-29,2020-08-15,14.0,available,216.0
2020-05-31,PCEPI,2020-05,fixed_horizon_90d,1.6009513694246635,2020-06-26,2020-08-29,2020-08-28,1.0,available,0.4452075426367941
2020-05-31,PCEPILFE,2020-05,fixed_horizon_90d,2.0142011203162724,2020-06-26,2020-08-29,2020-08-28,1.0,available,0.8723145202406357
2020-05-31,UNRATE,2020-05,fixed_horizon_90d,13.3,2020-06-05,2020-08-29,2020-08-27,2.0,available,0.0
2020-06-30,CES0500000003,2020-06,fixed_horizon_90d,-15.45260254824381,2020-07-02,2020-09-28,2020-09-15,13.0,available,-1.236832981408753
2020-06-30,CPIAUCSL,2020-06,fixed_horizon_90d,6.765167572416431,2020-07-14,2020-09-28,2020-09-15,13.0,available,0.0
2020-06-30,CPILFESL,2020-06,fixed_horizon_90d,2.817655281524978,2020-07-14,2020-09-28,2020-09-15,13.0,available,0.0
2020-06-30,GDPC1,2020Q2,fixed_horizon_90d,-38.13335515033103,2020-07-30,2020-09-28,2020-09-15,13.0,available,1.771424325344384
2020-06-30,PAYEMS,2020-06,fixed_horizon_90d,4781.0,2020-07-02,2020-09-28,2020-09-15,13.0,available,-19.0
2020-06-30,PCEPI,2020-06,fixed_horizon_90d,5.786963429426706,2020-07-31,2020-09-28,2020-09-15,13.0,available,1.3440628681557598
2020-06-30,PCEPILFE,2020-06,fixed_horizon_90d,3.96522377244537,2020-07-31,2020-09-28,2020-09-15,13.0,available,1.5294737970496186
2020-06-30,UNRATE,2020-06,fixed_horizon_90d,11.1,2020-07-02,2020-09-28,2020-09-15,13.0,available,0.0
2020-07-31,CES0500000003,2020-07,fixed_horizon_90d,1.2272031067857014,2020-08-07,2020-10-29,2020-10-29,0.0,available,-1.634320988064708
2020-07-31,CPIAUCSL,2020-07,fixed_horizon_90d,7.019481694120344,2020-08-12,2020-10-29,2020-10-29,0.0,available,0.0
2020-07-31,CPILFESL,2020-07,fixed_horizon_90d,7.418810395740749,2020-08-12,2020-10-29,2020-10-29,0.0,available,0.0
2020-07-31,GDPC1,2020Q3,fixed_horizon_90d,28.569003429193174,2020-10-29,2020-12-29,2020-12-15,14.0,available,-0.010396183653682556
2020-07-31,PAYEMS,2020-07,fixed_horizon_90d,1761.0,2020-08-07,2020-10-29,2020-10-28,1.0,available,-2.0
2020-07-31,PCEPI,2020-07,fixed_horizon_90d,4.623991748665901,2020-08-28,2020-10-29,2020-10-29,0.0,available,0.7850612114641109
2020-07-31,PCEPILFE,2020-07,fixed_horizon_90d,5.080044628726554,2020-08-28,2020-10-29,2020-10-29,0.0,available,0.8951826858300649
2020-07-31,UNRATE,2020-07,fixed_horizon_90d,10.2,2020-08-07,2020-10-29,2020-10-29,0.0,available,0.0
2020-08-31,CES0500000003,2020-08,fixed_horizon_90d,4.081636588188253,2020-09-04,2020-11-29,2020-11-24,5.0,available,-0.4058750157581059
2020-08-31,CPIAUCSL,2020-08,fixed_horizon_90d,4.435156012073804,2020-09-11,2020-11-29,2020-11-24,5.0,available,0.0
2020-08-31,CPILFESL,2020-08,fixed_horizon_90d,4.616921711672717,2020-09-11,2020-11-29,2020-11-24,5.0,available,0.0
2020-08-31,GDPC1,2020Q3,fixed_horizon_90d,28.569003429193174,2020-10-29,2020-12-29,2020-12-15,14.0,available,-0.010396183653682556
2020-08-31,PAYEMS,2020-08,fixed_horizon_90d,1493.0,2020-09-04,2020-11-29,2020-11-15,14.0,available,122.0
2020-08-31,PCEPI,2020-08,fixed_horizon_90d,3.729355484721708,2020-10-01,2020-11-29,2020-11-25,4.0,available,-0.0602460067913313
2020-08-31,PCEPILFE,2020-08,fixed_horizon_90d,3.9063565522685195,2020-10-01,2020-11-29,2020-11-25,4.0,available,-0.08962304844182256
2020-08-31,UNRATE,2020-08,fixed_horizon_90d,8.4,2020-09-04,2020-11-29,2020-11-24,5.0,available,0.0
2020-09-30,CES0500000003,2020-09,fixed_horizon_90d,0.8146639824090585,2020-10-02,2020-12-29,2020-12-22,7.0,available,0.0
2020-09-30,CPIAUCSL,2020-09,fixed_horizon_90d,2.4374395269802562,2020-10-13,2020-12-29,2020-12-22,7.0,available,0.0
2020-09-30,CPILFESL,2020-09,fixed_horizon_90d,2.306273258216507,2020-10-13,2020-12-29,2020-12-22,7.0,available,0.0
2020-09-30,GDPC1,2020Q3,fixed_horizon_90d,28.569003429193174,2020-10-29,2020-12-29,2020-12-15,14.0,available,-0.010396183653682556
2020-09-30,PAYEMS,2020-09,fixed_horizon_90d,711.0,2020-10-02,2020-12-29,2020-12-15,14.0,available,50.0
2020-09-30,PCEPI,2020-09,fixed_horizon_90d,1.892982376954322,2020-10-30,2020-12-29,2020-12-23,6.0,available,-0.042692706032809724
2020-09-30,PCEPILFE,2020-09,fixed_horizon_90d,2.1173037090100877,2020-10-30,2020-12-29,2020-12-23,6.0,available,-0.02067358979900291
2020-09-30,UNRATE,2020-09,fixed_horizon_90d,7.9,2020-10-02,2020-12-29,2020-12-22,7.0,available,0.0
2020-10-31,CES0500000003,2020-10,fixed_horizon_90d,0.8141112930976746,2020-11-06,2021-01-29,2021-01-28,1.0,available,-0.8141114804502081
2020-10-31,CPIAUCSL,2020-10,fixed_horizon_90d,0.5348353894429891,2020-11-12,2021-01-29,2021-01-28,1.0,available,0.0
2020-10-31,CPILFESL,2020-10,fixed_horizon_90d,0.14260249571158568,2020-11-12,2021-01-29,2021-01-28,1.0,available,0.0
2020-10-31,GDPC1,2020Q4,fixed_horizon_90d,4.234326519544851,2021-01-28,2021-03-31,2021-03-31,0.0,available,0.3002228951444863
2020-10-31,PAYEMS,2020-10,fixed_horizon_90d,654.0,2020-11-06,2021-01-29,2021-01-27,2.0,available,16.0
2020-10-31,PCEPI,2020-10,fixed_horizon_90d,0.3331139459131549,2020-11-25,2021-01-29,2021-01-29,0.0,available,0.3331139459131549
2020-10-31,PCEPILFE,2020-10,fixed_horizon_90d,0.19995001295960435,2020-11-25,2021-01-29,2021-01-29,0.0,available,0.36831051516053037
2020-10-31,UNRATE,2020-10,fixed_horizon_90d,6.9,2020-11-06,2021-01-29,2021-01-28,1.0,available,0.0
2020-11-30,CES0500000003,2020-11,fixed_horizon_90d,3.652970857473825,2020-12-04,2021-02-28,2021-02-28,0.0,available,-0.0037104890887817987
2020-11-30,CPIAUCSL,2020-11,fixed_horizon_90d,2.1404369786981903,2020-12-10,2021-02-28,2021-02-28,0.0,available,-0.12535689477815026
2020-11-30,CPILFESL,2020-11,fixed_horizon_90d,2.0876576433288108,2020-12-10,2021-02-28,2021-02-28,0.0,available,-0.542990147944522
2020-11-30,GDPC1,2020Q4,fixed_horizon_90d,4.234326519544851,2021-01-28,2021-03-31,2021-03-31,0.0,available,0.3002228951444863
2020-11-30,PAYEMS,2020-11,fixed_horizon_90d,264.0,2020-12-04,2021-02-28,2021-02-28,0.0,available,19.0
2020-11-30,PCEPI,2020-11,fixed_horizon_90d,0.19333184199261666,2020-12-23,2021-02-28,2021-02-28,0.0,available,0.021436697736376686
2020-11-30,PCEPILFE,2020-11,fixed_horizon_90d,0.0,2020-12-23,2021-02-28,2021-02-28,0.0,available,-0.14731027244643258
2020-11-30,UNRATE,2020-11,fixed_horizon_90d,6.7,2020-12-04,2021-02-28,2021-02-28,0.0,available,0.0
2020-12-31,CES0500000003,2020-12,fixed_horizon_90d,12.096876634028142,2021-01-08,2021-03-31,2021-03-31,0.0,available,2.802336145236417
2020-12-31,CPIAUCSL,2020-12,fixed_horizon_90d,2.90763357418804,2021-01-13,2021-03-31,2021-03-31,0.0,available,-1.4919794614154824
2020-12-31,CPILFESL,2020-12,fixed_horizon_90d,0.5380179021827303,2021-01-13,2021-03-31,2021-03-31,0.0,available,-0.48419680989262304
2020-12-31,GDPC1,2020Q4,fixed_horizon_90d,4.234326519544851,2021-01-28,2021-03-31,2021-03-31,0.0,available,0.3002228951444863
2020-12-31,PAYEMS,2020-12,fixed_horizon_90d,-306.0,2021-01-08,2021-03-31,2021-03-31,0.0,available,-166.0
2020-12-31,PCEPI,2020-12,fixed_horizon_90d,4.385887487598694,2021-01-29,2021-03-31,2021-03-31,0.0,available,-0.7065204173791528
2020-12-31,PCEPILFE,2020-12,fixed_horizon_90d,3.520959665824819,2021-01-29,2021-03-31,2021-03-31,0.0,available,-0.13530547506412915
2020-12-31,UNRATE,2020-12,fixed_horizon_90d,6.7,2021-01-08,2021-03-31,2021-03-31,0.0,available,0.0
2021-01-31,CES0500000003,2021-01,fixed_horizon_90d,0.401136557303694,2021-02-05,2021-05-01,2021-05-01,0.0,available,-2.004477345550093
2021-01-31,CPIAUCSL,2021-01,fixed_horizon_90d,3.074510407644837,2021-02-10,2021-05-01,2021-05-01,0.0,available,0.0
2021-01-31,CPILFESL,2021-01,fixed_horizon_90d,0.37780226808230566,2021-02-10,2021-05-01,2021-05-01,0.0,available,0.0
2021-01-31,GDPC1,2021Q1,fixed_horizon_90d,6.201152691707534,2021-04-29,2021-06-29,2021-06-15,14.0,available,0.01039406498932749
2021-01-31,PAYEMS,2021-01,fixed_horizon_90d,233.0,2021-02-05,2021-05-01,2021-05-01,0.0,available,184.0
2021-01-31,PCEPI,2021-01,fixed_horizon_90d,3.505742965308656,2021-02-26,2021-05-01,2021-05-01,0.0,available,-0.5640671926386176
2021-01-31,PCEPILFE,2021-01,fixed_horizon_90d,2.379985839717591,2021-02-26,2021-05-01,2021-05-01,0.0,available,-0.6375393902125381
2021-01-31,UNRATE,2021-01,fixed_horizon_90d,6.3,2021-02-05,2021-05-01,2021-05-01,0.0,available,0.0
2021-02-28,CES0500000003,2021-02,fixed_horizon_90d,3.2042742670546076,2021-03-05,2021-05-29,2021-05-27,2.0,available,0.40193771410272916
2021-02-28,CPIAUCSL,2021-02,fixed_horizon_90d,4.24826097687756,2021-03-10,2021-05-29,2021-05-27,2.0,available,0.0
2021-02-28,CPILFESL,2021-02,fixed_horizon_90d,1.217047653570802,2021-03-10,2021-05-29,2021-05-27,2.0,available,0.0
2021-02-28,GDPC1,2021Q1,fixed_horizon_90d,6.201152691707534,2021-04-29,2021-06-29,2021-06-15,14.0,available,0.01039406498932749
2021-02-28,PAYEMS,2021-02,fixed_horizon_90d,536.0,2021-03-05,2021-05-29,2021-05-15,14.0,available,157.0
2021-02-28,PCEPI,2021-02,fixed_horizon_90d,3.293001777857185,2021-03-26,2021-05-29,2021-05-28,1.0,available,0.5330447844443142
2021-02-28,PCEPILFE,2021-02,fixed_horizon_90d,1.6222088055037887,2021-03-26,2021-05-29,2021-05-28,1.0,available,0.5966661037078325
2021-02-28,UNRATE,2021-02,fixed_horizon_90d,6.2,2021-03-05,2021-05-29,2021-05-27,2.0,available,0.0
2021-03-31,CES0500000003,2021-03,fixed_horizon_90d,-1.2006004003005444,2021-04-02,2021-06-29,2021-06-24,5.0,available,0.40046721546360686
2021-03-31,CPIAUCSL,2021-03,fixed_horizon_90d,7.418851785535807,2021-04-13,2021-06-29,2021-06-24,5.0,available,0.0
2021-03-31,CPILFESL,2021-03,fixed_horizon_90d,4.0553081642581645,2021-04-13,2021-06-29,2021-06-24,5.0,available,0.0
2021-03-31,GDPC1,2021Q1,fixed_horizon_90d,6.201152691707534,2021-04-29,2021-06-29,2021-06-15,14.0,available,0.01039406498932749
2021-03-31,PAYEMS,2021-03,fixed_horizon_90d,785.0,2021-04-02,2021-06-29,2021-06-15,14.0,available,-131.0
2021-03-31,PCEPI,2021-03,fixed_horizon_90d,6.749520336561687,2021-04-30,2021-06-29,2021-06-25,4.0,available,0.5792949177493512
2021-03-31,PCEPILFE,2021-03,fixed_horizon_90d,4.999333174243503,2021-04-30,2021-06-29,2021-06-25,4.0,available,0.7060970501967745
2021-03-31,UNRATE,2021-03,fixed_horizon_90d,6.0,2021-04-02,2021-06-29,2021-06-24,5.0,available,0.0
2021-04-30,CES0500000003,2021-04,fixed_horizon_90d,7.981406210877928,2021-05-07,2021-07-29,2021-07-29,0.0,available,-0.40046721546360686
2021-04-30,CPIAUCSL,2021-04,fixed_horizon_90d,9.205029853319502,2021-05-12,2021-07-29,2021-07-29,0.0,available,0.0
2021-04-30,CPILFESL,2021-04,fixed_horizon_90d,10.949326672686155,2021-05-12,2021-07-29,2021-07-29,0.0,available,0.0
2021-04-30,GDPC1,2021Q2,fixed_horizon_90d,6.3504660754730935,2021-07-29,2021-09-28,2021-09-15,13.0,available,0.05008422793437717
2021-04-30,PAYEMS,2021-04,fixed_horizon_90d,269.0,2021-05-07,2021-07-29,2021-07-28,1.0,available,3.0
2021-04-30,PCEPI,2021-04,fixed_horizon_90d,7.658523129203232,2021-05-28,2021-07-29,2021-07-29,0.0,available,0.39926648207355697
2021-04-30,PCEPILFE,2021-04,fixed_horizon_90d,8.386199034740471,2021-05-28,2021-07-29,2021-07-29,0.0,available,0.4442722090811202
2021-04-30,UNRATE,2021-04,fixed_horizon_90d,6.1,2021-05-07,2021-07-29,2021-07-29,0.0,available,0.0
2021-05-31,CES0500000003,2021-05,fixed_horizon_90d,5.555565478490188,2021-06-04,2021-08-29,2021-08-26,3.0,available,-0.39387655445413117
2021-05-31,CPIAUCSL,2021-05,fixed_horizon_90d,7.705911800005083,2021-06-10,2021-08-29,2021-08-26,3.0,available,0.0
2021-05-31,CPILFESL,2021-05,fixed_horizon_90d,8.815185850602703,2021-06-10,2021-08-29,2021-08-26,3.0,available,0.0
2021-05-31,GDPC1,2021Q2,fixed_horizon_90d,6.3504660754730935,2021-07-29,2021-09-28,2021-09-15,13.0,available,0.05008422793437717
2021-05-31,PAYEMS,2021-05,fixed_horizon_90d,614.0,2021-06-04,2021-08-29,2021-08-15,14.0,available,55.0
2021-05-31,PCEPI,2021-05,fixed_horizon_90d,6.373737357010967,2021-06-25,2021-08-29,2021-08-27,2.0,available,1.0019251077981295
2021-05-31,PCEPILFE,2021-05,fixed_horizon_90d,6.884191981051657,2021-06-25,2021-08-29,2021-08-27,2.0,available,1.1267563007784531
2021-05-31,UNRATE,2021-05,fixed_horizon_90d,5.8,2021-06-04,2021-08-29,2021-08-26,3.0,available,0.0
2021-06-30,CES0500000003,2021-06,fixed_horizon_90d,5.135810308527944,2021-07-02,2021-09-28,2021-09-15,13.0,available,1.1819352323048093
2021-06-30,CPIAUCSL,2021-06,fixed_horizon_90d,10.809441209795168,2021-07-13,2021-09-28,2021-09-15,13.0,available,0.0
2021-06-30,CPILFESL,2021-06,fixed_horizon_90d,10.495175753994701,2021-07-13,2021-09-28,2021-09-15,13.0,available,0.0
2021-06-30,GDPC1,2021Q2,fixed_horizon_90d,6.3504660754730935,2021-07-29,2021-09-28,2021-09-15,13.0,available,0.05008422793437717
2021-06-30,PAYEMS,2021-06,fixed_horizon_90d,962.0,2021-07-02,2021-09-28,2021-09-15,13.0,available,112.0
2021-06-30,PCEPI,2021-06,fixed_horizon_90d,6.37126266956507,2021-07-30,2021-09-28,2021-09-15,13.0,available,0.22769984718529201
2021-06-30,PCEPILFE,2021-06,fixed_horizon_90d,5.628398308035187,2021-07-30,2021-09-28,2021-09-15,13.0,available,0.24434910941657506
2021-06-30,UNRATE,2021-06,fixed_horizon_90d,5.9,2021-07-02,2021-09-28,2021-09-15,13.0,available,0.0
2021-07-31,CES0500000003,2021-07,fixed_horizon_90d,4.32858314894311,2021-08-06,2021-10-29,2021-10-28,1.0,available,-0.001419908985056395
2021-07-31,CPIAUCSL,2021-07,fixed_horizon_90d,5.672578791992322,2021-08-11,2021-10-29,2021-10-28,1.0,available,0.0
2021-07-31,CPILFESL,2021-07,fixed_horizon_90d,3.9368729159104277,2021-08-11,2021-10-29,2021-10-28,1.0,available,0.0
2021-07-31,GDPC1,2021Q3,fixed_horizon_90d,2.0822697010288493,2021-10-28,2021-12-29,2021-12-15,14.0,available,0.08636021989687492
2021-07-31,PAYEMS,2021-07,fixed_horizon_90d,1091.0,2021-08-06,2021-10-29,2021-10-27,2.0,available,148.0
2021-07-31,PCEPI,2021-07,fixed_horizon_90d,4.95042928555236,2021-08-27,2021-10-29,2021-10-29,0.0,available,0.02058603122954139
2021-07-31,PCEPILFE,2021-07,fixed_horizon_90d,4.063785515019802,2021-08-27,2021-10-29,2021-10-29,0.0,available,0.020283450534108738
2021-07-31,UNRATE,2021-07,fixed_horizon_90d,5.4,2021-08-06,2021-10-29,2021-10-28,1.0,available,0.0
2021-08-31,CES0500000003,2021-08,fixed_horizon_90d,4.70435101026716,2021-09-03,2021-11-29,2021-11-23,6.0,available,-1.9525432026210154
2021-08-31,CPIAUCSL,2021-08,fixed_horizon_90d,3.2878722585913067,2021-09-14,2021-11-29,2021-11-23,6.0,available,0.0
2021-08-31,CPILFESL,2021-08,fixed_horizon_90d,1.220647965536159,2021-09-14,2021-11-29,2021-11-23,6.0,available,0.0
2021-08-31,GDPC1,2021Q3,fixed_horizon_90d,2.0822697010288493,2021-10-28,2021-12-29,2021-12-15,14.0,available,0.08636021989687492
2021-08-31,PAYEMS,2021-08,fixed_horizon_90d,483.0,2021-09-03,2021-11-29,2021-11-15,14.0,available,248.0
2021-08-31,PCEPI,2021-08,fixed_horizon_90d,4.570528067681678,2021-10-01,2021-11-29,2021-11-24,5.0,available,-0.2364458787557311
2021-08-31,PCEPILFE,2021-08,fixed_horizon_90d,3.736465342410966,2021-10-01,2021-11-29,2021-11-24,5.0,available,-0.27364848088531346
2021-08-31,UNRATE,2021-08,fixed_horizon_90d,5.2,2021-09-03,2021-11-29,2021-11-23,6.0,available,0.0
2021-09-30,CES0500000003,2021-09,fixed_horizon_90d,6.633084682762025,2021-10-08,2021-12-29,2021-12-22,7.0,available,-0.7803676065124776
2021-09-30,CPIAUCSL,2021-09,fixed_horizon_90d,4.939054765586448,2021-10-13,2021-12-29,2021-12-22,7.0,available,0.0
2021-09-30,CPILFESL,2021-09,fixed_horizon_90d,2.9133569923072145,2021-10-13,2021-12-29,2021-12-22,7.0,available,0.0
2021-09-30,GDPC1,2021Q3,fixed_horizon_90d,2.0822697010288493,2021-10-28,2021-12-29,2021-12-15,14.0,available,0.08636021989687492
2021-09-30,PAYEMS,2021-09,fixed_horizon_90d,379.0,2021-10-08,2021-12-29,2021-12-15,14.0,available,185.0
2021-09-30,PCEPI,2021-09,fixed_horizon_90d,4.151379991770199,2021-10-29,2021-12-29,2021-12-23,6.0,available,0.31780723507139896
2021-09-30,PCEPILFE,2021-09,fixed_horizon_90d,2.8828842694395007,2021-10-29,2021-12-29,2021-12-23,6.0,available,0.3541408921783784
2021-09-30,UNRATE,2021-09,fixed_horizon_90d,4.8,2021-10-08,2021-12-29,2021-12-22,7.0,available,0.0
2021-10-31,CES0500000003,2021-10,fixed_horizon_90d,6.596621300674954,2021-11-05,2022-01-29,2022-01-27,2.0,available,2.3254632565194555
2021-10-31,CPIAUCSL,2021-10,fixed_horizon_90d,11.266788402062033,2021-11-10,2022-01-29,2022-01-27,2.0,available,0.0
2021-10-31,CPILFESL,2021-10,fixed_horizon_90d,7.169531680928287,2021-11-10,2022-01-29,2022-01-27,2.0,available,0.0
2021-10-31,GDPC1,2021Q4,fixed_horizon_90d,6.6672379741369525,2022-01-27,2022-03-31,2022-03-31,0.0,available,0.0066242131353533296
2021-10-31,PAYEMS,2021-10,fixed_horizon_90d,648.0,2021-11-05,2022-01-29,2022-01-26,3.0,available,117.0
2021-10-31,PCEPI,2021-10,fixed_horizon_90d,7.759387768193093,2021-11-24,2022-01-29,2022-01-28,1.0,available,0.20345601395952428
2021-10-31,PCEPILFE,2021-10,fixed_horizon_90d,5.30101436156869,2021-11-24,2022-01-29,2022-01-28,1.0,available,0.21135173365038895
2021-10-31,UNRATE,2021-10,fixed_horizon_90d,4.6,2021-11-05,2022-01-29,2022-01-27,2.0,available,0.0
2021-11-30,CES0500000003,2021-11,fixed_horizon_90d,4.619832462529594,2021-12-03,2022-02-28,2022-02-28,0.0,available,1.5220572669086607
2021-11-30,CPIAUCSL,2021-11,fixed_horizon_90d,8.361559571751087,2021-12-10,2022-02-28,2022-02-28,0.0,available,-0.9515950712010834
2021-11-30,CPILFESL,2021-11,fixed_horizon_90d,6.262538909010473,2021-12-10,2022-02-28,2022-02-28,0.0,available,-0.13582213988172498
2021-11-30,GDPC1,2021Q4,fixed_horizon_90d,6.6672379741369525,2022-01-27,2022-03-31,2022-03-31,0.0,available,0.0066242131353533296
2021-11-30,PAYEMS,2021-11,fixed_horizon_90d,647.0,2021-12-03,2022-02-28,2022-02-28,0.0,available,437.0
2021-11-30,PCEPI,2021-11,fixed_horizon_90d,6.837741467820635,2021-12-23,2022-02-28,2022-02-28,0.0,available,-0.4533377072135636
2021-11-30,PCEPILFE,2021-11,fixed_horizon_90d,5.638114559334184,2021-12-23,2022-02-28,2022-02-28,0.0,available,0.11105049518143062
2021-11-30,UNRATE,2021-11,fixed_horizon_90d,4.2,2021-12-03,2022-02-28,2022-02-28,0.0,available,0.0
2021-12-31,CES0500000003,2021-12,fixed_horizon_90d,5.749891211879188,2022-01-07,2022-03-31,2022-03-31,0.0,available,-1.554312021868931
2021-12-31,CPIAUCSL,2021-12,fixed_horizon_90d,6.882324423191832,2022-01-12,2022-03-31,2022-03-31,0.0,available,1.2501235968329638
2021-12-31,CPILFESL,2021-12,fixed_horizon_90d,6.723156459688084,2022-01-12,2022-03-31,2022-03-31,0.0,available,0.1395777234229456
2021-12-31,GDPC1,2021Q4,fixed_horizon_90d,6.6672379741369525,2022-01-27,2022-03-31,2022-03-31,0.0,available,0.0066242131353533296
2021-12-31,PAYEMS,2021-12,fixed_horizon_90d,588.0,2022-01-07,2022-03-31,2022-03-31,0.0,available,389.0
2021-12-31,PCEPI,2021-12,fixed_horizon_90d,6.1111125887329365,2022-01-28,2022-03-31,2022-03-31,0.0,available,0.7519030024322859
2021-12-31,PCEPILFE,2021-12,fixed_horizon_90d,6.100816646926077,2022-01-28,2022-03-31,2022-03-31,0.0,available,0.1383577728311991
2021-12-31,UNRATE,2021-12,fixed_horizon_90d,3.9,2022-01-07,2022-03-31,2022-03-31,0.0,available,0.0
2022-01-31,CES0500000003,2022-01,fixed_horizon_90d,6.8636984073442875,2022-02-04,2022-05-01,2022-05-01,0.0,available,-1.8940748766754112
2022-01-31,CPIAUCSL,2022-01,fixed_horizon_90d,7.715942528833963,2022-02-10,2022-05-01,2022-05-01,0.0,available,0.0
2022-01-31,CPILFESL,2022-01,fixed_horizon_90d,6.978999049889367,2022-02-10,2022-05-01,2022-05-01,0.0,available,0.0
2022-01-31,GDPC1,2022Q1,fixed_horizon_90d,-1.5210119727619542,2022-04-28,2022-06-29,2022-06-15,14.0,available,-0.09680995929031155
2022-01-31,PAYEMS,2022-01,fixed_horizon_90d,504.0,2022-02-04,2022-05-01,2022-05-01,0.0,available,37.0
2022-01-31,PCEPI,2022-01,fixed_horizon_90d,6.371785606996028,2022-02-25,2022-05-01,2022-05-01,0.0,available,-0.4418902524800927
2022-01-31,PCEPILFE,2022-01,fixed_horizon_90d,5.66226876320215,2022-02-25,2022-05-01,2022-05-01,0.0,available,-0.5264712073866917
2022-01-31,UNRATE,2022-01,fixed_horizon_90d,4.0,2022-02-04,2022-05-01,2022-05-01,0.0,available,0.0
2022-02-28,CES0500000003,2022-02,fixed_horizon_90d,1.5199495382317352,2022-03-04,2022-05-29,2022-05-26,3.0,available,1.1399020291168682
2022-02-28,CPIAUCSL,2022-02,fixed_horizon_90d,9.53450870536301,2022-03-10,2022-05-29,2022-05-26,3.0,available,0.0
2022-02-28,CPILFESL,2022-02,fixed_horizon_90d,6.046931788677057,2022-03-10,2022-05-29,2022-05-26,3.0,available,0.0
