state_date,source_target,target_period,target_mode,actual_value,actual_release_date,requested_evaluation_date,actual_as_of_date,snapshot_gap_days,availability_status,revision_from_initial
2022-11-30,PCEPILFE,2022-11,initial_release,2.0153877959849353,2022-12-23,2022-12-23,2022-12-23,0.0,available,0.0
2022-11-30,UNRATE,2022-11,initial_release,3.7,2022-12-02,2022-12-02,2022-12-02,0.0,available,0.0
2022-12-31,CES0500000003,2022-12,initial_release,3.29519657862658,2023-01-06,2023-01-06,2023-01-06,0.0,available,0.0
2022-12-31,CPIAUCSL,2022-12,initial_release,-0.9536248471132325,2023-01-12,2023-01-12,2023-01-12,0.0,available,0.0
2022-12-31,CPILFESL,2022-12,initial_release,3.6257181848714737,2023-01-12,2023-01-12,2023-01-12,0.0,available,0.0
2022-12-31,GDPC1,2022Q4,initial_release,2.8505598798147957,2023-01-26,2023-01-26,2023-01-26,0.0,available,0.0
2022-12-31,PAYEMS,2022-12,initial_release,223.0,2023-01-06,2023-01-06,2023-01-06,0.0,available,0.0
2022-12-31,PCEPI,2022-12,initial_release,0.6251177246028305,2023-01-27,2023-01-27,2023-01-27,0.0,available,0.0
2022-12-31,PCEPILFE,2022-12,initial_release,3.5525790505012367,2023-01-27,2023-01-27,2023-01-27,0.0,available,0.0
2022-12-31,UNRATE,2022-12,initial_release,3.5,2023-01-06,2023-01-06,2023-01-06,0.0,available,0.0
2023-01-31,CES0500000003,2023-01,initial_release,3.6385716173104043,2023-02-03,2023-02-03,2023-02-03,0.0,available,0.0
2023-01-31,CPIAUCSL,2023-01,initial_release,6.188902940652952,2023-02-14,2023-02-14,2023-02-14,0.0,available,0.0
2023-01-31,CPILFESL,2023-01,initial_release,4.93378299037488,2023-02-14,2023-02-14,2023-02-14,0.0,available,0.0
2023-01-31,GDPC1,2023Q1,initial_release,1.0566884784019237,2023-04-27,2023-04-27,2023-04-27,0.0,available,0.0
2023-01-31,PAYEMS,2023-01,initial_release,517.0,2023-02-03,2023-02-03,2023-02-03,0.0,available,0.0
2023-01-31,PCEPI,2023-01,initial_release,7.409703133854251,2023-02-24,2023-02-24,2023-02-24,0.0,available,0.0
2023-01-31,PCEPILFE,2023-01,initial_release,6.833449616252096,2023-02-24,2023-02-24,2023-02-24,0.0,available,0.0
2023-01-31,UNRATE,2023-01,initial_release,3.4,2023-02-03,2023-02-03,2023-02-03,0.0,available,0.0
2023-02-28,CES0500000003,2023-02,initial_release,2.9046912821034,2023-03-10,2023-03-10,2023-03-10,0.0,available,0.0
2023-02-28,CPIAUCSL,2023-02,initial_release,4.431873038008405,2023-03-14,2023-03-14,2023-03-14,0.0,available,0.0
2023-02-28,CPILFESL,2023-02,initial_release,5.410937819915063,2023-03-14,2023-03-14,2023-03-14,0.0,available,0.0
2023-02-28,GDPC1,2023Q1,initial_release,1.0566884784019237,2023-04-27,2023-04-27,2023-04-27,0.0,available,0.0
2023-02-28,PAYEMS,2023-02,initial_release,311.0,2023-03-10,2023-03-10,2023-03-10,0.0,available,0.0
2023-02-28,PCEPI,2023-02,initial_release,3.151794929831553,2023-03-31,2023-03-31,2023-03-31,0.0,available,0.0
2023-02-28,PCEPILFE,2023-02,initial_release,3.5927744819368,2023-03-31,2023-03-31,2023-03-31,0.0,available,0.0
2023-02-28,UNRATE,2023-02,initial_release,3.6,2023-03-10,2023-03-10,2023-03-10,0.0,available,0.0
2023-03-31,CES0500000003,2023-03,initial_release,3.2593953945330156,2023-04-07,2023-04-07,2023-04-07,0.0,available,0.0
2023-03-31,CPIAUCSL,2023-03,initial_release,0.6363347269697783,2023-04-12,2023-04-12,2023-04-12,0.0,available,0.0
2023-03-31,CPILFESL,2023-03,initial_release,4.608497236569065,2023-04-12,2023-04-12,2023-04-12,0.0,available,0.0
2023-03-31,GDPC1,2023Q1,initial_release,1.0566884784019237,2023-04-27,2023-04-27,2023-04-27,0.0,available,0.0
2023-03-31,PAYEMS,2023-03,initial_release,236.0,2023-04-07,2023-04-07,2023-04-07,0.0,available,0.0
2023-03-31,PCEPI,2023-03,initial_release,0.911933548736954,2023-04-28,2023-04-28,2023-04-28,0.0,available,0.0
2023-03-31,PCEPILFE,2023-03,initial_release,3.3620345288436937,2023-04-28,2023-04-28,2023-04-28,0.0,available,0.0
2023-03-31,UNRATE,2023-03,initial_release,3.5,2023-04-07,2023-04-07,2023-04-07,0.0,available,0.0
2023-04-30,CES0500000003,2023-04,initial_release,5.769241881723275,2023-05-05,2023-05-05,2023-05-05,0.0,available,0.0
2023-04-30,CPIAUCSL,2023-04,initial_release,4.40530586061918,2023-05-10,2023-05-10,2023-05-10,0.0,available,0.0
2023-04-30,CPILFESL,2023-04,initial_release,4.900215888791237,2023-05-10,2023-05-10,2023-05-10,0.0,available,0.0
2023-04-30,GDPC1,2023Q2,initial_release,2.3856035174837587,2023-07-27,2023-07-27,2023-07-27,0.0,available,0.0
2023-04-30,PAYEMS,2023-04,initial_release,253.0,2023-05-05,2023-05-05,2023-05-05,0.0,available,0.0
2023-04-30,PCEPI,2023-04,initial_release,4.359092543733922,2023-05-26,2023-05-26,2023-05-26,0.0,available,0.0
2023-04-30,PCEPILFE,2023-04,initial_release,4.554585141444889,2023-05-26,2023-05-26,2023-05-26,0.0,available,0.0
2023-04-30,UNRATE,2023-04,initial_release,3.4,2023-05-05,2023-05-05,2023-05-05,0.0,available,0.0
2023-05-31,CES0500000003,2023-05,initial_release,3.9538750762231345,2023-06-02,2023-06-02,2023-06-02,0.0,available,0.0
2023-05-31,CPIAUCSL,2023-05,initial_release,1.4885883415676204,2023-06-13,2023-06-13,2023-06-13,0.0,available,0.0
2023-05-31,CPILFESL,2023-05,initial_release,5.215590495030398,2023-06-13,2023-06-13,2023-06-13,0.0,available,0.0
2023-05-31,GDPC1,2023Q2,initial_release,2.3856035174837587,2023-07-27,2023-07-27,2023-07-27,0.0,available,0.0
2023-05-31,PAYEMS,2023-05,initial_release,339.0,2023-06-02,2023-06-02,2023-06-02,0.0,available,0.0
2023-05-31,PCEPI,2023-05,initial_release,1.541061700621782,2023-06-30,2023-06-30,2023-06-30,0.0,available,0.0
2023-05-31,PCEPILFE,2023-05,initial_release,3.770491061349901,2023-06-30,2023-06-30,2023-06-30,0.0,available,0.0
2023-05-31,UNRATE,2023-05,initial_release,3.7,2023-06-02,2023-06-02,2023-06-02,0.0,available,0.0
2023-06-30,CES0500000003,2023-06,initial_release,4.295947308859915,2023-07-07,2023-07-07,2023-07-07,0.0,available,0.0
2023-06-30,CPIAUCSL,2023-06,initial_release,2.1622873911194773,2023-07-12,2023-07-12,2023-07-12,0.0,available,0.0
2023-06-30,CPILFESL,2023-06,initial_release,1.8892028838219943,2023-07-12,2023-07-12,2023-07-12,0.0,available,0.0
2023-06-30,GDPC1,2023Q2,initial_release,2.3856035174837587,2023-07-27,2023-07-27,2023-07-27,0.0,available,0.0
2023-06-30,PAYEMS,2023-06,initial_release,209.0,2023-07-07,2023-07-07,2023-07-07,0.0,available,0.0
2023-06-30,PCEPI,2023-06,initial_release,1.9358574497093883,2023-07-28,2023-07-28,2023-07-28,0.0,available,0.0
2023-06-30,PCEPILFE,2023-06,initial_release,1.9843224364830547,2023-07-28,2023-07-28,2023-07-28,0.0,available,0.0
2023-06-30,UNRATE,2023-06,initial_release,3.6,2023-07-07,2023-07-07,2023-07-07,0.0,available,0.0
2023-07-31,CES0500000003,2023-07,initial_release,4.9896121783962855,2023-08-04,2023-08-04,2023-08-04,0.0,available,0.0
2023-07-31,CPIAUCSL,2023-07,initial_release,2.000694326702046,2023-08-10,2023-08-10,2023-08-10,0.0,available,0.0
2023-07-31,CPILFESL,2023-07,initial_release,1.9134356114534512,2023-08-10,2023-08-10,2023-08-10,0.0,available,0.0
2023-07-31,GDPC1,2023Q3,initial_release,4.762763859133656,2023-10-26,2023-10-26,2023-10-26,0.0,available,0.0
2023-07-31,PAYEMS,2023-07,initial_release,187.0,2023-08-04,2023-08-04,2023-08-04,0.0,available,0.0
2023-07-31,PCEPI,2023-07,initial_release,2.554405781161151,2023-08-31,2023-08-31,2023-08-31,0.0,available,0.0
2023-07-31,PCEPILFE,2023-07,initial_release,2.587969751250796,2023-08-31,2023-08-31,2023-08-31,0.0,available,0.0
2023-07-31,UNRATE,2023-07,initial_release,3.5,2023-08-04,2023-08-04,2023-08-04,0.0,available,0.0
2023-08-31,CES0500000003,2023-08,initial_release,2.8419196231345367,2023-09-01,2023-09-01,2023-09-01,0.0,available,0.0
2023-08-31,CPIAUCSL,2023-08,initial_release,7.550420656922796,2023-09-13,2023-09-13,2023-09-13,0.0,available,0.0
2023-08-31,CPILFESL,2023-08,initial_release,3.337313093337002,2023-09-13,2023-09-13,2023-09-13,0.0,available,0.0
2023-08-31,GDPC1,2023Q3,initial_release,4.762763859133656,2023-10-26,2023-10-26,2023-10-26,0.0,available,0.0
2023-08-31,PAYEMS,2023-08,initial_release,187.0,2023-09-01,2023-09-01,2023-09-01,0.0,available,0.0
2023-08-31,PCEPI,2023-08,initial_release,4.721852085725331,2023-09-29,2023-09-29,2023-09-29,0.0,available,0.0
2023-08-31,PCEPILFE,2023-08,initial_release,1.7367228667325207,2023-09-29,2023-09-29,2023-09-29,0.0,available,0.0
2023-08-31,UNRATE,2023-08,initial_release,3.8,2023-09-01,2023-09-01,2023-09-01,0.0,available,0.0
2023-09-30,CES0500000003,2023-09,initial_release,2.4819036768708003,2023-10-06,2023-10-06,2023-10-06,0.0,available,0.0
2023-09-30,CPIAUCSL,2023-09,initial_release,4.7393951626556685,2023-10-12,2023-10-12,2023-10-12,0.0,available,0.0
2023-09-30,CPILFESL,2023-09,initial_release,3.8689617311792546,2023-10-12,2023-10-12,2023-10-12,0.0,available,0.0
2023-09-30,GDPC1,2023Q3,initial_release,4.762763859133656,2023-10-26,2023-10-26,2023-10-26,0.0,available,0.0
2023-09-30,PAYEMS,2023-09,initial_release,336.0,2023-10-06,2023-10-06,2023-10-06,0.0,available,0.0
2023-09-30,PCEPI,2023-09,initial_release,4.269709166791813,2023-10-27,2023-10-27,2023-10-27,0.0,available,0.0
2023-09-30,PCEPILFE,2023-09,initial_release,3.577112153967832,2023-10-27,2023-10-27,2023-10-27,0.0,available,0.0
2023-09-30,UNRATE,2023-09,initial_release,3.8,2023-10-06,2023-10-06,2023-10-06,0.0,available,0.0
2023-10-31,CES0500000003,2023-10,initial_release,2.473134984027503,2023-11-03,2023-11-03,2023-11-03,0.0,available,0.0
2023-10-31,CPIAUCSL,2023-10,initial_release,0.5384490417121413,2023-11-14,2023-11-14,2023-11-14,0.0,available,0.0
2023-10-31,CPILFESL,2023-10,initial_release,2.7162863311584573,2023-11-14,2023-11-14,2023-11-14,0.0,available,0.0
2023-10-31,GDPC1,2023Q4,initial_release,3.226814258368904,2024-01-25,2024-01-25,2024-01-25,0.0,available,0.0
2023-10-31,PAYEMS,2023-10,initial_release,150.0,2023-11-03,2023-11-03,2023-11-03,0.0,available,0.0
2023-10-31,PCEPI,2023-10,initial_release,0.5933006589486922,2023-11-30,2023-11-30,2023-11-30,0.0,available,0.0
2023-10-31,PCEPILFE,2023-10,initial_release,1.959853446663118,2023-11-30,2023-11-30,2023-11-30,0.0,available,0.0
2023-10-31,UNRATE,2023-10,initial_release,3.9,2023-11-03,2023-11-03,2023-11-03,0.0,available,0.0
2023-11-30,CES0500000003,2023-11,initial_release,4.230321654821978,2023-12-08,2023-12-08,2023-12-08,0.0,available,0.0
2023-11-30,CPIAUCSL,2023-11,initial_release,1.161914259891006,2023-12-12,2023-12-12,2023-12-12,0.0,available,0.0
2023-11-30,CPILFESL,2023-11,initial_release,3.4097929346401656,2023-12-12,2023-12-12,2023-12-12,0.0,available,0.0
2023-11-30,GDPC1,2023Q4,initial_release,3.226814258368904,2024-01-25,2024-01-25,2024-01-25,0.0,available,0.0
2023-11-30,PAYEMS,2023-11,initial_release,199.0,2023-12-08,2023-12-08,2023-12-08,0.0,available,0.0
2023-11-30,PCEPI,2023-11,initial_release,-0.860920908897711,2023-12-22,2023-12-22,2023-12-22,0.0,available,0.0
2023-11-30,PCEPILFE,2023-11,initial_release,0.6996793334696605,2023-12-22,2023-12-22,2023-12-22,0.0,available,0.0
2023-11-30,UNRATE,2023-11,initial_release,3.7,2023-12-08,2023-12-08,2023-12-08,0.0,available,0.0
2023-12-31,CES0500000003,2023-12,initial_release,5.263935915647089,2024-01-05,2024-01-05,2024-01-05,0.0,available,0.0
2023-12-31,CPIAUCSL,2023-12,initial_release,3.6305472050568,2024-01-11,2024-01-11,2024-01-11,0.0,available,0.0
2023-12-31,CPILFESL,2023-12,initial_release,3.702836181051339,2024-01-11,2024-01-11,2024-01-11,0.0,available,0.0
2023-12-31,GDPC1,2023Q4,initial_release,3.226814258368904,2024-01-25,2024-01-25,2024-01-25,0.0,available,0.0
2023-12-31,PAYEMS,2023-12,initial_release,216.0,2024-01-05,2024-01-05,2024-01-05,0.0,available,0.0
2023-12-31,PCEPI,2023-12,initial_release,2.007921701264337,2024-01-26,2024-01-26,2024-01-26,0.0,available,0.0
2023-12-31,PCEPILFE,2023-12,initial_release,2.05672688066727,2024-01-26,2024-01-26,2024-01-26,0.0,available,0.0
2023-12-31,UNRATE,2023-12,initial_release,3.7,2024-01-05,2024-01-05,2024-01-05,0.0,available,0.0
2024-01-31,CES0500000003,2024-01,initial_release,6.617343717148927,2024-02-02,2024-02-02,2024-02-02,0.0,available,0.0
2024-01-31,CPIAUCSL,2024-01,initial_release,3.6596101950234328,2024-02-13,2024-02-13,2024-02-13,0.0,available,0.0
2024-01-31,CPILFESL,2024-01,initial_release,4.699462866511794,2024-02-13,2024-02-13,2024-02-13,0.0,available,0.0
2024-01-31,GDPC1,2024Q1,initial_release,1.5773785873641089,2024-04-25,2024-04-25,2024-04-25,0.0,available,0.0
2024-01-31,PAYEMS,2024-01,initial_release,353.0,2024-02-02,2024-02-02,2024-02-02,0.0,available,0.0
2024-01-31,PCEPI,2024-01,initial_release,4.132816296048247,2024-02-29,2024-02-29,2024-02-29,0.0,available,0.0
2024-01-31,PCEPILFE,2024-01,initial_release,4.976864745938414,2024-02-29,2024-02-29,2024-02-29,0.0,available,0.0
2024-01-31,UNRATE,2024-01,initial_release,3.7,2024-02-02,2024-02-02,2024-02-02,0.0,available,0.0
2024-02-29,CES0500000003,2024-02,initial_release,1.7368652619673242,2024-03-08,2024-03-08,2024-03-08,0.0,available,0.0
2024-02-29,CPIAUCSL,2024-02,initial_release,5.293054451242085,2024-03-12,2024-03-12,2024-03-12,0.0,available,0.0
2024-02-29,CPILFESL,2024-02,initial_release,4.293317468662039,2024-03-12,2024-03-12,2024-03-12,0.0,available,0.0
2024-02-29,GDPC1,2024Q1,initial_release,1.5773785873641089,2024-04-25,2024-04-25,2024-04-25,0.0,available,0.0
2024-02-29,PAYEMS,2024-02,initial_release,275.0,2024-03-08,2024-03-08,2024-03-08,0.0,available,0.0
2024-02-29,PCEPI,2024-02,initial_release,3.9898815716419733,2024-03-29,2024-03-29,2024-03-29,0.0,available,0.0
2024-02-29,PCEPILFE,2024-02,initial_release,3.133704789778946,2024-03-29,2024-03-29,2024-03-29,0.0,available,0.0
2024-02-29,UNRATE,2024-02,initial_release,3.9,2024-03-08,2024-03-08,2024-03-08,0.0,available,0.0
2024-03-31,CES0500000003,2024-03,initial_release,4.158248457750169,2024-04-05,2024-04-05,2024-04-05,0.0,available,0.0
2024-03-31,CPIAUCSL,2024-03,initial_release,4.52827819934285,2024-04-10,2024-04-10,2024-04-10,0.0,available,0.0
2024-03-31,CPILFESL,2024-03,initial_release,4.300746541576217,2024-04-10,2024-04-10,2024-04-10,0.0,available,0.0
2024-03-31,GDPC1,2024Q1,initial_release,1.5773785873641089,2024-04-25,2024-04-25,2024-04-25,0.0,available,0.0
2024-03-31,PAYEMS,2024-03,initial_release,303.0,2024-04-05,2024-04-05,2024-04-05,0.0,available,0.0
2024-03-31,PCEPI,2024-03,initial_release,3.86713396031233,2024-04-26,2024-04-26,2024-04-26,0.0,available,0.0
2024-03-31,PCEPILFE,2024-03,initial_release,3.7950008157764614,2024-04-26,2024-04-26,2024-04-26,0.0,available,0.0
2024-03-31,UNRATE,2024-03,initial_release,3.8,2024-04-05,2024-04-05,2024-04-05,0.0,available,0.0
2024-04-30,CES0500000003,2024-04,initial_release,2.4197041181523105,2024-05-03,2024-05-03,2024-05-03,0.0,available,0.0
2024-04-30,CPIAUCSL,2024-04,initial_release,3.7490617076503696,2024-05-15,2024-05-15,2024-05-15,0.0,available,0.0
2024-04-30,CPILFESL,2024-04,initial_release,3.496029714526827,2024-05-15,2024-05-15,2024-05-15,0.0,available,0.0
2024-04-30,GDPC1,2024Q2,initial_release,2.802039266677525,2024-07-25,2024-07-25,2024-07-25,0.0,available,0.0
2024-04-30,PAYEMS,2024-04,initial_release,175.0,2024-05-03,2024-05-03,2024-05-03,0.0,available,0.0
2024-04-30,PCEPI,2024-04,initial_release,3.0752100527589477,2024-05-31,2024-05-31,2024-05-31,0.0,available,0.0
2024-04-30,PCEPILFE,2024-04,initial_release,2.986265220991413,2024-05-31,2024-05-31,2024-05-31,0.0,available,0.0
2024-04-30,UNRATE,2024-04,initial_release,3.9,2024-05-03,2024-05-03,2024-05-03,0.0,available,0.0
2024-05-31,CES0500000003,2024-05,initial_release,4.822050116609411,2024-06-07,2024-06-07,2024-06-07,0.0,available,0.0
2024-05-31,CPIAUCSL,2024-05,initial_release,0.06896199429853311,2024-06-12,2024-06-12,2024-06-12,0.0,available,0.0
2024-05-31,CPILFESL,2024-05,initial_release,1.9554491698148269,2024-06-12,2024-06-12,2024-06-12,0.0,available,0.0
2024-05-31,GDPC1,2024Q2,initial_release,2.802039266677525,2024-07-25,2024-07-25,2024-07-25,0.0,available,0.0
2024-05-31,PAYEMS,2024-05,initial_release,272.0,2024-06-07,2024-06-07,2024-06-07,0.0,available,0.0
2024-05-31,PCEPI,2024-05,initial_release,-0.09748093034644967,2024-06-28,2024-06-28,2024-06-28,0.0,available,0.0
2024-05-31,PCEPILFE,2024-05,initial_release,0.9934874680656236,2024-06-28,2024-06-28,2024-06-28,0.0,available,0.0
2024-05-31,UNRATE,2024-05,initial_release,4.0,2024-06-07,2024-06-07,2024-06-07,0.0,available,0.0
2024-06-30,CES0500000003,2024-06,initial_release,3.43347873723836,2024-07-05,2024-07-05,2024-07-05,0.0,available,0.0
2024-06-30,CPIAUCSL,2024-06,initial_release,-0.6744651879536434,2024-07-11,2024-07-11,2024-07-11,0.0,available,0.0
2024-06-30,CPILFESL,2024-06,initial_release,0.7767649520374675,2024-07-11,2024-07-11,2024-07-11,0.0,available,0.0
2024-06-30,GDPC1,2024Q2,initial_release,2.802039266677525,2024-07-25,2024-07-25,2024-07-25,0.0,available,0.0
2024-06-30,PAYEMS,2024-06,initial_release,206.0,2024-07-05,2024-07-05,2024-07-05,0.0,available,0.0
2024-06-30,PCEPI,2024-06,initial_release,0.9448474243054505,2024-07-26,2024-07-26,2024-07-26,0.0,available,0.0
2024-06-30,PCEPILFE,2024-06,initial_release,2.1798014389048603,2024-07-26,2024-07-26,2024-07-26,0.0,available,0.0
2024-06-30,UNRATE,2024-06,initial_release,4.1,2024-07-05,2024-07-05,2024-07-05,0.0,available,0.0
2024-07-31,CES0500000003,2024-07,initial_release,2.7405093269878833,2024-08-02,2024-08-02,2024-08-02,0.0,available,0.0
2024-07-31,CPIAUCSL,2024-07,initial_release,1.8576952015390447,2024-08-14,2024-08-14,2024-08-14,0.0,available,0.0
2024-07-31,CPILFESL,2024-07,initial_release,1.9811120946506833,2024-08-14,2024-08-14,2024-08-14,0.0,available,0.0
2024-07-31,GDPC1,2024Q3,initial_release,2.7863912480171393,2024-10-30,2024-10-30,2024-10-30,0.0,available,0.0
2024-07-31,PAYEMS,2024-07,initial_release,114.0,2024-08-02,2024-08-02,2024-08-02,0.0,available,0.0
2024-07-31,PCEPI,2024-07,initial_release,1.8591450193301995,2024-08-30,2024-08-30,2024-08-30,0.0,available,0.0
2024-07-31,PCEPILFE,2024-07,initial_release,1.931996445456008,2024-08-30,2024-08-30,2024-08-30,0.0,available,0.0
2024-07-31,UNRATE,2024-07,initial_release,4.3,2024-08-02,2024-08-02,2024-08-02,0.0,available,0.0
2024-08-31,CES0500000003,2024-08,initial_release,4.78088281784963,2024-09-06,2024-09-06,2024-09-06,0.0,available,0.0
2024-08-31,CPIAUCSL,2024-08,initial_release,2.244545826505373,2024-09-11,2024-09-11,2024-09-11,0.0,available,0.0
2024-08-31,CPILFESL,2024-08,initial_release,3.3671574140669236,2024-09-11,2024-09-11,2024-09-11,0.0,available,0.0
2024-08-31,GDPC1,2024Q3,initial_release,2.7863912480171393,2024-10-30,2024-10-30,2024-10-30,0.0,available,0.0
2024-08-31,PAYEMS,2024-08,initial_release,142.0,2024-09-06,2024-09-06,2024-09-06,0.0,available,0.0
2024-08-31,PCEPI,2024-08,initial_release,1.0872555632399639,2024-09-27,2024-09-27,2024-09-27,0.0,available,0.0
2024-08-31,PCEPILFE,2024-08,initial_release,1.5637346144796282,2024-09-27,2024-09-27,2024-09-27,0.0,available,0.0
2024-08-31,UNRATE,2024-08,initial_release,4.2,2024-09-06,2024-09-06,2024-09-06,0.0,available,0.0
2024-09-30,CES0500000003,2024-09,initial_release,4.419894499556065,2024-10-04,2024-10-04,2024-10-04,0.0,available,0.0
2024-09-30,CPIAUCSL,2024-09,initial_release,2.1564651235159715,2024-10-10,2024-10-10,2024-10-10,0.0,available,0.0
2024-09-30,CPILFESL,2024-09,initial_release,3.7431240197996374,2024-10-10,2024-10-10,2024-10-10,0.0,available,0.0
2024-09-30,GDPC1,2024Q3,initial_release,2.7863912480171393,2024-10-30,2024-10-30,2024-10-30,0.0,available,0.0
2024-09-30,PAYEMS,2024-09,initial_release,254.0,2024-10-04,2024-10-04,2024-10-04,0.0,available,0.0
2024-09-30,PCEPI,2024-09,initial_release,2.103027880036734,2024-10-31,2024-10-31,2024-10-31,0.0,available,0.0
2024-09-30,PCEPILFE,2024-09,initial_release,3.0422716309459474,2024-10-31,2024-10-31,2024-10-31,0.0,available,0.0
2024-09-30,UNRATE,2024-09,initial_release,4.1,2024-10-04,2024-10-04,2024-10-04,0.0,available,0.0
2024-10-31,CES0500000003,2024-10,initial_release,4.407407130009666,2024-11-01,2024-11-01,2024-11-01,0.0,available,0.0
2024-10-31,CPIAUCSL,2024-10,initial_release,2.9250657197465557,2024-11-13,2024-11-13,2024-11-13,0.0,available,0.0
2024-10-31,CPILFESL,2024-10,initial_release,3.3584847110301297,2024-11-13,2024-11-13,2024-11-13,0.0,available,0.0
2024-10-31,GDPC1,2024Q4,initial_release,2.2264988560046106,2025-01-30,2025-01-30,2025-01-30,0.0,available,0.0
2024-10-31,PAYEMS,2024-10,initial_release,12.0,2024-11-01,2024-11-01,2024-11-01,0.0,available,0.0
2024-10-31,PCEPI,2024-10,initial_release,2.853033899934232,2024-11-27,2024-11-27,2024-11-27,0.0,available,0.0
2024-10-31,PCEPILFE,2024-10,initial_release,3.2676103922955946,2024-11-27,2024-11-27,2024-11-27,0.0,available,0.0
2024-10-31,UNRATE,2024-10,initial_release,4.1,2024-11-01,2024-11-01,2024-11-01,0.0,available,0.0
2024-11-30,CES0500000003,2024-11,initial_release,4.388807817969287,2024-12-06,2024-12-06,2024-12-06,0.0,available,0.0
2024-11-30,CPIAUCSL,2024-11,initial_release,3.7487271246416043,2024-12-11,2024-12-11,2024-12-11,0.0,available,0.0
2024-11-30,CPILFESL,2024-11,initial_release,3.69131922257111,2024-12-11,2024-12-11,2024-12-11,0.0,available,0.0
2024-11-30,GDPC1,2024Q4,initial_release,2.2264988560046106,2025-01-30,2025-01-30,2025-01-30,0.0,available,0.0
2024-11-30,PAYEMS,2024-11,initial_release,227.0,2024-12-06,2024-12-06,2024-12-06,0.0,available,0.0
2024-11-30,PCEPI,2024-11,initial_release,1.5349653145793951,2024-12-20,2024-12-20,2024-12-20,0.0,available,0.0
2024-11-30,PCEPILFE,2024-11,initial_release,1.378328685524366,2024-12-20,2024-12-20,2024-12-20,0.0,available,0.0
2024-11-30,UNRATE,2024-11,initial_release,4.2,2024-12-06,2024-12-06,2024-12-06,0.0,available,0.0
2024-12-31,CES0500000003,2024-12,initial_release,3.3670055759611017,2025-01-10,2025-01-10,2025-01-10,0.0,available,0.0
2024-12-31,CPIAUCSL,2024-12,initial_release,4.7082186032746165,2025-01-15,2025-01-15,2025-01-15,0.0,available,0.0
2024-12-31,CPILFESL,2024-12,initial_release,2.697047757829907,2025-01-15,2025-01-15,2025-01-15,0.0,available,0.0
2024-12-31,GDPC1,2024Q4,initial_release,2.2264988560046106,2025-01-30,2025-01-30,2025-01-30,0.0,available,0.0
2024-12-31,PAYEMS,2024-12,initial_release,256.0,2025-01-10,2025-01-10,2025-01-10,0.0,available,0.0
2024-12-31,PCEPI,2024-12,initial_release,3.063929851709446,2025-01-31,2025-01-31,2025-01-31,0.0,available,0.0
2024-12-31,PCEPILFE,2024-12,initial_release,1.8707672236683237,2025-01-31,2025-01-31,2025-01-31,0.0,available,0.0
2024-12-31,UNRATE,2024-12,initial_release,4.1,2025-01-10,2025-01-10,2025-01-10,0.0,available,0.0
2025-01-31,CES0500000003,2025-01,initial_release,5.700723310317279,2025-02-07,2025-02-07,2025-02-07,0.0,available,0.0
2025-01-31,CPIAUCSL,2025-01,initial_release,5.590180506737141,2025-02-12,2025-02-12,2025-02-12,0.0,available,0.0
2025-01-31,CPILFESL,2025-01,initial_release,5.344164626782444,2025-02-12,2025-02-12,2025-02-12,0.0,available,0.0
2025-01-31,GDPC1,2025Q1,initial_release,-0.27643155746019943,2025-04-30,2025-04-30,2025-04-30,0.0,available,0.0
2025-01-31,PAYEMS,2025-01,initial_release,143.0,2025-02-07,2025-02-07,2025-02-07,0.0,available,0.0
2025-01-31,PCEPI,2025-01,initial_release,3.8984766867979914,2025-02-28,2025-02-28,2025-02-28,0.0,available,0.0
2025-01-31,PCEPILFE,2025-01,initial_release,3.4117977999773785,2025-02-28,2025-02-28,2025-02-28,0.0,available,0.0
2025-01-31,UNRATE,2025-01,initial_release,4.0,2025-02-07,2025-02-07,2025-02-07,0.0,available,0.0
2025-02-28,CES0500000003,2025-02,initial_release,3.344483770277762,2025-03-07,2025-03-07,2025-03-07,0.0,available,0.0
2025-02-28,CPIAUCSL,2025-02,initial_release,2.58835746917363,2025-03-12,2025-03-12,2025-03-12,0.0,available,0.0
2025-02-28,CPILFESL,2025-02,initial_release,2.7166452189845813,2025-03-12,2025-03-12,2025-03-12,0.0,available,0.0
2025-02-28,GDPC1,2025Q1,initial_release,-0.27643155746019943,2025-04-30,2025-04-30,2025-04-30,0.0,available,0.0
2025-02-28,PAYEMS,2025-02,initial_release,151.0,2025-03-07,2025-03-07,2025-03-07,0.0,available,0.0
2025-02-28,PCEPI,2025-02,initial_release,3.9331903834629145,2025-03-28,2025-03-28,2025-03-28,0.0,available,0.0
2025-02-28,PCEPILFE,2025-02,initial_release,4.373203745199916,2025-03-28,2025-03-28,2025-03-28,0.0,available,0.0
2025-02-28,UNRATE,2025-02,initial_release,4.1,2025-03-07,2025-03-07,2025-03-07,0.0,available,0.0
2025-03-31,CES0500000003,2025-03,initial_release,3.0037562617421187,2025-04-04,2025-04-04,2025-04-04,0.0,available,0.0
2025-03-31,CPIAUCSL,2025-03,initial_release,-0.600572433123503,2025-04-10,2025-04-10,2025-04-10,0.0,available,0.0
2025-03-31,CPILFESL,2025-03,initial_release,0.6782014328148733,2025-04-10,2025-04-10,2025-04-10,0.0,available,0.0
2025-03-31,GDPC1,2025Q1,initial_release,-0.27643155746019943,2025-04-30,2025-04-30,2025-04-30,0.0,available,0.0
